Key,File,Type,schinese
trader_jen_stolen_bark_04,UI,Subtitles,“看来外头不好过啊。”
trader_jen_stolen_bark_05,UI,Subtitles,“嗯，在你需要抗生素时，我会记得你的所作所为。”
trader_jen_summon_player_01,UI,Subtitles,“又见面了！我有件事情需要你关照。方便的话过来一趟，好吗？”
trader_jen_summon_player_02,UI,Subtitles,“噢，是你啊！我昨晚梦到你了，而且让我想到了一个好主意。来我的教堂吧，我保证让你不虚此行。”
trader_jen_summon_player_Bob,UI,Subtitles,“嘿，很高兴见到你！如果你在商人鲍勃那儿忙完了，我这里有更令人兴奋的事情等着你。过来吧，让我们看看能不能给你的一天增添点额外的刺激。”
trader_jen_summon_player_Hugh,UI,Subtitles,“嘿，幸存者！听说休没能让你失去一只眼睛——或者更糟！为什么不把你的火力带回我这儿？我有新任务给你。小红利：我不需要刀子或弹药来治疗你。”
trader_jen_summon_player_Joel,UI,Subtitles,“嘿，亲爱的。听说你一直在给商人约珥帮忙，但我有些更……刺激……的机会给你。来我这儿，让我们一起……探索一下。”
trader_jen_summon_player_Rekt,UI,Subtitles,“嘿，甜心。我知道你一直忍受着商人雷克特的脾气，但我有件事能让这一切值得。来找我吧，让我们给你的一天增添点刺激。”
trader_jen_trade_01,UI,Subtitles,“需要补充物资吗？”
trader_jen_trade_02,UI,Subtitles,“想要包扎一下那些伤口吗？”
trader_jen_trade_03,UI,Subtitles,“需要一点细心呵护吗？”
trader_jen_trade_04,UI,Subtitles,“嘿，甜心！需要一点治愈之手吗？”
trader_jen_trade_05,UI,Subtitles,“嘿，性感奇才！需要点小修复吗？”
trader_jen_trade_06,UI,Subtitles,“感觉有点不太舒服吗？”
trader_jen_trade_07,UI,Subtitles,“想要缓解一下疼痛吗？”
trader_jen_trade_08,UI,Subtitles,“没有治疗针。”
trader_jen_trade_09,UI,Subtitles,“想要治愈吗？商人杰恩这里应有尽有。”
trader_jen_trade_10,UI,Subtitles,“感觉有点病了？商人杰恩在此提供帮助。”
trader_jen_trade_11,UI,Subtitles,“需要一些慰藉吗？商人杰恩有你需要的东西。”
trader_jen_trade_12,UI,Subtitles,“嘿，你！是来找医疗补给的，还是只是来看看我的……其他好东西？”
trader_jen_trade_13,UI,Subtitles,“有什么特别想要的吗？”
trader_jen_trade_14,UI,Subtitles,“慢慢看。”
trader_jen_trade_15,UI,Subtitles,“没有，还是没有治疗针！”
trader_jen_trade_16,UI,Subtitles,“看看我的精选吧。”
trader_jen_trade_17,UI,Subtitles,“我肯定有你需要的东西。”
trader_jen_trade_18,UI,Subtitles,“还问？还是没有。”
trader_jen_trade_19,UI,Subtitles,“感染了？没问题！”
trader_jen_trade_20,UI,Subtitles,“所有补给都已消毒！”
trader_jen_trade_21,UI,Subtitles,“这里只有真正的药物。”
trader_jen_trade_22,UI,Subtitles,“顶级治疗用品准备就绪。”
trader_jen_trade_23,UI,Subtitles,“你的身体健康，我的头等大事。”
trader_jen_trade_24,UI,Subtitles,“只提供有效治疗。”
trader_jen_trade_25,UI,Subtitles,“来看看我的库存！”
trader_jen_trade_26,UI,Subtitles,“纯净、高效、可靠。”
trader_jen_trade_27,UI,Subtitles,“安全补给，就在这里。”
trader_jen_trade_28,UI,Subtitles,“捷特、治疗针，现在又是抗辐宁？你在说什么呢？”
trader_joel_announce_closed_01,UI,Subtitles,“商人约珥的店现在关门了。等日出时再来参加我们的早鸟大甩卖吧！”
trader_joel_announce_closed_02,UI,Subtitles,“我们现在关门了。明天再来商人约珥的店看看我们的每日特惠吧。”
trader_joel_announce_closed_03,UI,Subtitles,“商人约珥的店现在关门了，我们每天早上日出前都有免费咖啡供应。”
trader_joel_announce_closing_01,UI,Subtitles,“商人约珥的店很快就要关门了，所以这是你今天买到超棒特惠商品的最后机会哦。”
trader_joel_announce_closing_02,UI,Subtitles,“我们很快就要关门了，所以快点挑好你需要的商品，去收银台结账吧。”
trader_joel_announce_closing_03,UI,Subtitles,“我们很快就要关门了，所以请尽快决定要买的商品，去收银台结账。感谢你在商人约珥的店购物。”
trader_joel_announce_open_01,UI,Subtitles,“商人约珥的店现在开门了，快进来给自己挑一件超棒的特惠商品吧！”
trader_joel_announce_open_02,UI,Subtitles,“商人约珥的店现在开门了，我们这儿有全荒野最棒的特惠商品，快进来看看吧！”
trader_joel_announce_open_03,UI,Subtitles,“商人约珥的店开门营业了，快进来挑选便宜的好货吧！”
trader_joel_announce_special_01,UI,Subtitles,“现在全场商品一律九折，快来排队囤货吧！”
trader_joel_announce_special_02,UI,Subtitles,“现在全场商品一律八五折，这是买下你梦寐以求的护甲的最佳时机啊。”
trader_joel_announce_special_03,UI,Subtitles,“你没听错，商人约珥的店今天在搞八五折优惠活动，所以快来囤护甲和日用品吧。”
trader_joel_buy_rare_item_01,UI,Subtitles,“噢，好极了，这东西我能以刚给你的那个价的五倍卖出去。”
trader_joel_buy_rare_item_02,UI,Subtitles,“噢，这东西可不常见啊。如果你能再找到一些的话，我都要了。”
trader_joel_buy_rare_item_03,UI,Subtitles,“噢，商人雷克特很想要一个这东西。做他妈的梦去吧。”
trader_joel_buy_rare_item_04,UI,Subtitles,“这是一件好东西啊，你肯定是做了什么见不得人的勾当才拿到它的。我好像开始喜欢你了。”
trader_joel_favor_quest,UI,Subtitles,“嘿，幸存者！你证明了你是个有干劲的人。你看你能不能帮我解决一个真正的难题？”
trader_joel_favor_quest_complete,UI,Subtitles,“好样的！你巧妙地完成了那项任务。这报酬就当作是我一点小小的谢意吧。”
trader_joel_favor_quest_reply_01,UI,Subtitles,“如果你能摆平这事，我一定会好好报答你的，你相信我。我给你准备了一样特别的东西当谢礼。”
trader_joel_favor_quest_reply_02,UI,Subtitles,“好了，事情是这样，我把你需要知道的一切都列在这张字条里了。你就把它当作是你解锁成功的钥匙吧。保管好它，你就能顺利完成这项任务。”
trader_joel_firstgreet_01,UI,Subtitles,“欢迎光临商人约珥的店！我们这儿有护甲有枪支，应有尽有！”
trader_joel_firstgreet_02,UI,Subtitles,“第一次来吗？那让我们给你弄一套不错的护甲吧！”
trader_joel_firstgreet_03,UI,Subtitles,“噢，一位新顾客！我们这里有你能用钱买到的最棒的护甲！”
trader_joel_greetaft_01,UI,Subtitles,“我最喜欢的顾客！下午好啊。”
trader_joel_greetaft_02,UI,Subtitles,“下午好啊，我们全天都有护甲特卖活动。”
trader_joel_greetaft_03,UI,Subtitles,“你好，真是个美好的下午啊，我们全天都有很棒的特卖活动哦。”
trader_joel_greetaft_04,UI,Subtitles,“下午好啊，我的朋友，有什么需要的？”
trader_joel_greetaft_05,UI,Subtitles,“下午好！如果你是想买护甲，那你就真的是我朋友，只要你有公爵币就行。”
trader_joel_greetbloodmoon_01,UI,Subtitles,“今晚是血月之夜，你最好囤一些护甲！”
trader_joel_greetbloodmoon_02,UI,Subtitles,“血月之夜可是超级危险的，你如果想撑过这一夜，最好买些护甲。”
trader_joel_greetbloodmoon_03,UI,Subtitles,“我爱死美好的血月之夜了，我们每次都会卖光库存。”
trader_joel_greetbloodmoon_04,UI,Subtitles,“如果今晚的血月过后你的护甲损坏了，我们明天一早会第一时间搞促销的。”
trader_joel_greetbloodmoon_05,UI,Subtitles,“我喜欢血月之夜，那有利于我的生意。”
trader_joel_greeteve_01,UI,Subtitles,“晚上好！请容我说一句，如果你穿上一套新的护甲会很好看的。”
trader_joel_greeteve_02,UI,Subtitles,“今晚真是个美好的夜晚啊，我们有些商品在特价出售，看看吧。”
trader_joel_greeteve_03,UI,Subtitles,“欢迎在这个美好的夜晚光临商人约珥的店。我们的商品卖得很快，但还是有一些很棒的特价商品。”
trader_joel_greeteve_04,UI,Subtitles,“你来得刚刚好，我们正在搞夜间特卖。每件商品都有完全不退款保证。”
trader_joel_greeteve_05,UI,Subtitles,“晚上好，你是想给自己买东西还是在找送人的礼物？”
trader_joel_greeting_01,UI,Subtitles,“看样子你需要一套新的护甲。你要买点什么？”
trader_joel_greeting_02,UI,Subtitles,“如果你需要护甲，那我可以帮你搞定。”
trader_joel_greeting_03,UI,Subtitles,“看样子你很有眼光，一眼就能看出哪些是好护甲。来试穿一下吧。”
trader_joel_greeting_04,UI,Subtitles,“欢迎光临商人约珥的店。护甲、武器、山威，不管你要什么，我们这儿都有，伙计。”
trader_joel_greeting_05,UI,Subtitles,“在护甲上投资是一个非常明智的决定。你要买点什么？”
trader_joel_greeting_06,UI,Subtitles,“我们这里有全荒野最棒的护甲，问题是你出得起多少钱。”
trader_joel_greeting_07,UI,Subtitles,“我们这里有好货，也有顶尖货！你想要哪样？”
trader_joel_greeting_08,UI,Subtitles,“我们这里有各种各样的护甲，也有各种零件和材料可以让你制作自己的护甲。但谁有那时间啊？要是你在返回工坊的路上中枪了怎么办？”
trader_joel_greeting_09,UI,Subtitles,“做个手持武器的危险人物是不错，可做个身披厚甲的危险人物更好。”
trader_joel_greeting_10,UI,Subtitles,“你的护甲看上去有点破旧了，我的朋友，换一套亮闪闪的怎么样？”
trader_joel_greeting_11,UI,Subtitles,“我随时愿意向朋友出售防护。”
trader_joel_greeting_12,UI,Subtitles,“护甲、零件和材料，我这儿啥都有。”
trader_joel_greeting_13,UI,Subtitles,“又是你啊？只要你带了公爵币，我们就是好朋友。”
trader_joel_greeting_14,UI,Subtitles,“随便看吧，我们这里有适合各种场合的行头。”
trader_joel_greeting_15,UI,Subtitles,“你看上去是一位独具慧眼的顾客。我们这儿有很多很棒的商品，全都是有完全不退款保证的。”
trader_joel_greeting_16,UI,Subtitles,“我们这里有护甲和其他几乎所有东西。你要买什么？护甲？衣服？如果你囊中羞涩的话，我这儿也提供工作机会，没开玩笑。”
trader_joel_greeting_17,UI,Subtitles,“噢，你好，我的朋友，今天要买点什么啊？”
trader_joel_greeting_18,UI,Subtitles,“每天都是买护甲的好日子。”
trader_joel_greeting_19,UI,Subtitles,“欢迎回来，我的朋友！你要买点什么？”
trader_joel_greeting_20,UI,Subtitles,“你又来光临啦！相信你很满意在商人约珥这里的购物体验吧？你要买点什么？”
trader_joel_greeting_21,UI,Subtitles,“今天护甲卖得很好，我要是你的话，这里剩什么我就买什么，到关门时我们的东西会卖光的。”
trader_joel_greeting_22,UI,Subtitles,“你的护甲需要以旧换新吗？我们会收购任何成色的二手护甲。”
trader_joel_greeting_23,UI,Subtitles,“我最喜欢的顾客来了，你今天有什么需要？”
trader_joel_greeting_24,UI,Subtitles,“噢，又见面了，你要买点什么？”
trader_joel_greeting_25,UI,Subtitles,“我们的营业时间是从日出到日落，你要买点什么？”
trader_joel_greeting_26,UI,Subtitles,“你需要护甲吗？”
trader_joel_greeting_27,UI,Subtitles,“我们不仅卖护甲，我们还卖护甲模组。”
trader_joel_greeting_28,UI,Subtitles,“如果你手头紧，那护甲模组或许能满足你的需要。”
trader_joel_greeting_29,UI,Subtitles,“你可以增加一些简单的模组来让你的护甲变得更强，我们这里就有卖。”
trader_joel_greeting_30,UI,Subtitles,“很高兴又见到你，今天要买点什么？”
trader_joel_greeting_31,UI,Subtitles,“记住，当你在商人约珥的店购物时，我任何时候都会关照你，并且不管什么事都负责到底。”
trader_joel_greeting_32,UI,Subtitles,“记住，任何时候都保证满意，至少对我来说是这样，哈哈哈。”
trader_joel_greeting_33,UI,Subtitles,“今天真是美好的一天啊，你好吗？”
trader_joel_greetmorn_01,UI,Subtitles,“早上好！我们这里有护甲、武器，以及能让你看起来和感觉像是硬汉的几乎所有东西。”
trader_joel_greetmorn_02,UI,Subtitles,“早上好！你逛的时候要不要来杯咖啡？”
trader_joel_greetmorn_03,UI,Subtitles,“早上好啊！我们这儿有能让你感觉自己有百万公爵币的护甲。”
trader_joel_greetmorn_04,UI,Subtitles,“很高兴能在今天早上见到你。你是喜欢挖矿的人吗？还是你想看看我们的囤积者套装？又或者你会对我个人最喜欢的荒野刺客套装感兴趣？”
trader_joel_greetmorn_05,UI,Subtitles,“早上好，今天要买点什么？”
trader_joel_greetnightfall_01,UI,Subtitles,“时候不早了，但我这儿还有几件不错的特价商品。”
trader_joel_greetnightfall_02,UI,Subtitles,“我们快要关门了，但做成一笔交易什么时候都不算晚。”
trader_joel_greetnightfall_03,UI,Subtitles,“我们准备关门了，你要买点什么？”
trader_joel_greetnightfall_04,UI,Subtitles,“我们关门的时间快到了，所以我给你看看我们最棒的特价商品吧。”
trader_joel_greetsick_01,UI,Subtitles,“你那是被丧尸咬了吗？护甲可以防止这种情况发生，不过我可能有一些抗生素。”
trader_joel_greetsick_02,UI,Subtitles,“你被咬了吗？我这儿出售防咬护甲，可以防止这种情况发生。”
trader_joel_greetsick_03,UI,Subtitles,“你的情况看起来不太好，我可能有能帮到你的东西。”
trader_joel_greetsick_04,UI,Subtitles,“如果你被感染了，我会去找商人杰恩。”
trader_joel_greetsick_05,UI,Subtitles,“你看起来好像不太舒服。我还是能帮你，你今天需要什么？”
trader_joel_helpful_tip_01,UI,Subtitles,“你可以用废零件来自己造护甲，但我不相信你造出来的能和我们这里卖的一样好。”
trader_joel_helpful_tip_02,UI,Subtitles,“胶带大概是末世里最有用的东西了，你可以用胶水和布料来自制胶带。”
